filename,width,height,mode,format,average-red,average-green,average-blue
171.jpg,170,255,RGB,JPG,128.0031603229527,124.00841983852365,135.17695501730105
2841.jpg,384,256,RGB,JPG,188.20327758789062,161.24152628580728,154.83968098958331
2844.jpg,325,256,RGB,JPG,111.63885817307693,111.87616586538462,112.69051682692307
4665.jpg,192,256,RGB,JPG,91.15431722005208,103.40116373697916,83.81199137369791
1416.jpg,340,256,RGB,JPG,174.62906709558823,144.8707146139706,118.17403492647058
4023.jpg,385,255,RGB,JPG,120.19250318309143,86.37978100331043,110.82879551820729
1896.jpg,384,256,RGB,JPG,152.74301147460938,149.289794921875,154.73746744791666
1974.jpg,382,256,RGB,JPG,175.14081928992147,148.23689054319374,112.76780309227749
2337.jpg,252,256,RGB,JPG,218.10201202876982,223.76790364583331,207.66372147817458
2580.jpg,170,255,RGB,JPG,161.23840830449828,156.54299884659747,150.85340253748558
3438.jpg,170,256,RGB,JPG,130.62711397058823,135.73777573529412,94.47024356617646
402.jpg,384,256,RGB,JPG,154.34469604492188,164.40843709309894,177.66628011067706
2784.jpg,256,256,RGB,JPG,242.46730041503906,216.99542236328125,172.7728271484375
3288.jpg,384,255,RGB,JPG,121.14875408496731,112.68253676470587,106.86802491830065
5082.jpg,339,256,RGB,JPG,244.33137444690266,230.9744192477876,193.96475156710915
1875.jpg,170,255,RGB,JPG,160.10159169550172,147.86652825836217,133.10687427912342
2271.jpg,384,256,RGB,JPG,126.03046671549478,111.48588053385416,99.33585611979166
1317.jpg,170,255,RGB,JPG,222.73914648212227,199.90662053056516,203.98000000000002
2289.jpg,218,256,RGB,JPG,238.53630303899084,231.85923165137615,173.0176677178899
1563.jpg,384,256,RGB,JPG,53.445546468098954,36.583251953125,22.775065104166664
5541.jpg,192,256,RGB,JPG,161.68389892578125,146.8112589518229,137.20375569661456
3000.jpg,507,256,RGB,JPG,243.1742403229783,231.1182738535503,210.44620623767258
5490.jpg,384,256,RGB,JPG,129.89213053385416,61.10193888346354,55.552459716796875
2541.jpg,302,256,RGB,JPG,200.91110047599338,185.8980882657285,126.35899989652317
447.jpg,170,255,RGB,JPG,143.9847289504037,102.58980392156863,74.5165167243368
1347.jpg,384,256,RGB,JPG,164.18227132161456,126.59510294596353,93.98856608072916
5400.jpg,384,256,RGB,JPG,157.5826416015625,122.17118326822916,69.6492207845052
756.jpg,376,256,RGB,JPG,179.51279920212767,182.75439453125,187.79732172539894
744.jpg,382,256,RGB,JPG,222.4707542539267,179.67634366819374,164.74181937172776
5751.jpg,288,256,RGB,JPG,233.50507269965277,231.0105251736111,228.8836941189236
1881.jpg,382,256,RGB,JPG,172.84564177028795,171.8811150196335,138.41107657068065
2997.jpg,169,255,RGB,JPG,242.19041652163824,226.78681981668407,227.82339018447615
750.jpg,412,256,RGB,JPG,89.5296287166262,87.5739437955097,87.21620904126213
876.jpg,384,256,RGB,JPG,236.56228637695312,204.25698852539062,204.27870686848956
375.jpg,170,255,RGB,JPG,123.14364475201846,113.6725720876586,100.17047289504038
5142.jpg,170,255,RGB,JPG,199.33826989619376,149.11042675893887,132.08664359861592
1920.jpg,384,256,RGB,JPG,174.73841349283853,180.72724405924478,182.9054463704427
3306.jpg,170,255,RGB,JPG,195.9643598615917,159.91951557093427,137.9343483275663
1941.jpg,171,256,RGB,JPG,60.77403143274854,51.9461120248538,53.59185398391813
4353.jpg,170,255,RGB,JPG,177.71019607843138,184.0133102652826,171.39035755478662
4488.jpg,390,256,RGB,JPG,44.244451121794874,23.652754407051283,22.836748798076922
1029.jpg,384,256,RGB,JPG,47.42218017578125,63.24212646484375,69.5750020345052
1326.jpg,133,254,RGB,JPG,109.57515836836184,85.33417204428393,85.3567876383873
3921.jpg,186,255,RGB,JPG,165.64126080539742,144.44762808349145,135.16559139784945
2574.jpg,170,255,RGB,JPG,33.81464821222607,76.06948096885813,102.38888119953864
519.jpg,362,256,RGB,JPG,176.46418551450276,172.58358511740332,172.51019725483425
348.jpg,384,255,RGB,JPG,167.12917687908495,149.60577001633985,141.21199959150326
2058.jpg,384,256,RGB,JPG,151.44771321614581,143.01231892903644,144.83167521158853
5334.jpg,384,256,RGB,JPG,80.26845296223958,88.19742838541666,78.94747924804688
3558.jpg,384,256,RGB,JPG,246.52143351236978,232.05228678385416,225.89310709635416
4890.jpg,339,256,RGB,JPG,236.35263412610618,233.8204392514749,233.70282540560473
5643.jpg,441,256,RGB,JPG,122.54387223639456,137.0856009070295,155.7156320861678
6009.jpg,384,256,RGB,JPG,126.04343668619791,107.7383321126302,81.20284016927083
4056.jpg,335,256,RGB,JPG,233.8877098880597,231.73701026119403,228.7037196828358
3621.jpg,384,256,RGB,JPG,241.79219563802081,229.50809733072916,218.6513671875
468.jpg,178,255,RGB,JPG,149.99063670411985,102.89182639347875,113.93897334214586
4554.jpg,384,256,RGB,JPG,170.3765869140625,139.59947713216144,86.9100341796875
4335.jpg,384,255,RGB,JPG,232.28829656862743,199.07474468954246,184.86697303921568
3465.jpg,384,256,RGB,JPG,199.75511678059894,158.45039876302081,154.3691202799479
1662.jpg,384,255,RGB,JPG,153.61343954248366,119.32921772875817,87.67620506535947
2262.jpg,386,255,RGB,JPG,224.31477191913032,210.59610890988517,206.1792542923905
522.jpg,167,256,RGB,JPG,102.87981848802396,20.922202470059883,37.16331399700599
294.jpg,341,256,RGB,JPG,83.83496380131965,163.85644244868035,36.49293209310851
69.jpg,384,256,RGB,JPG,201.28591918945312,174.5005391438802,157.1015625
3831.jpg,256,256,RGB,JPG,184.25347900390625,145.86508178710938,124.34410095214844
2934.jpg,384,256,RGB,JPG,245.37355550130206,222.78908284505206,219.52881876627603
1728.jpg,170,255,RGB,JPG,220.02502883506344,121.22675893886966,92.50521337946944
186.jpg,388,255,RGB,JPG,230.1600667070952,218.76050131392762,202.3884374368304
3309.jpg,440,256,RGB,JPG,143.6912286931818,171.61517223011361,201.65711115056817
2325.jpg,170,255,RGB,JPG,203.16149942329875,178.74694348327566,162.82659746251443
510.jpg,169,255,RGB,JPG,198.7499245852187,202.64151293653558,193.57964961132382
639.jpg,181,255,RGB,JPG,167.16845412198026,157.0953742823096,143.8494204311559
4416.jpg,386,255,RGB,JPG,215.54302550035558,213.36301940465304,205.95888448643706
6081.jpg,170,255,RGB,JPG,210.09204152249137,167.40618223760092,136.26099192618224
4404.jpg,178,255,RGB,JPG,164.7525666446354,149.2545053976647,145.28451200705
1749.jpg,278,256,RGB,JPG,224.3412207733813,225.83159566097123,219.5634695368705
3405.jpg,384,256,RGB,JPG,208.98414103190103,192.9442647298177,189.81118774414062
288.jpg,384,256,RGB,JPG,223.8850606282552,218.79335530598956,218.46853637695312
2547.jpg,384,256,RGB,JPG,197.82115681966144,147.55030314127603,101.56299845377603
1602.jpg,384,256,RGB,JPG,225.0243428548177,200.63709513346353,174.71138509114581
3033.jpg,384,256,RGB,JPG,160.60744222005206,141.93614705403644,95.4508565266927
3861.jpg,384,256,RGB,JPG,119.22805786132812,113.4561055501302,101.62411499023438
648.jpg,384,256,RGB,JPG,157.11111450195312,188.57088216145831,224.6849873860677
3606.jpg,170,256,RGB,JPG,216.4536075367647,218.26227022058822,206.4044806985294
600.jpg,170,255,RGB,JPG,216.56925028835064,211.73617070357557,214.26507497116495
6117.jpg,384,256,RGB,JPG,121.00146484375,121.91370646158853,125.89197794596353
3519.jpg,384,256,RGB,JPG,202.90126546223956,214.54609171549478,174.06306966145831
4236.jpg,169,255,RGB,JPG,161.73131453764938,162.97194570135747,152.21092934215108
2553.jpg,171,255,RGB,JPG,182.6985208118335,162.80401330122692,143.58974888200893
762.jpg,180,256,RGB,JPG,120.43619791666667,111.689453125,119.44398871527778
1992.jpg,209,256,RGB,JPG,169.9757962021531,118.4720394736842,61.55306145334928
2421.jpg,192,256,RGB,JPG,139.525634765625,100.12404378255208,88.08015950520833
1704.jpg,361,255,RGB,JPG,205.79605670523057,205.67554179566562,205.343631524632
1860.jpg,256,256,RGB,JPG,201.08506774902344,196.36318969726562,192.0718536376953
4626.jpg,271,256,RGB,JPG,215.73326510608857,178.825184501845,166.27335101476015
5220.jpg,386,255,RGB,JPG,239.01375596870872,218.03115919943104,190.27537336177994
4989.jpg,298,256,RGB,JPG,219.7152894295302,213.8389523909396,209.52729131711408
597.jpg,384,256,RGB,JPG,89.03289794921875,54.15462239583333,32.456654866536454
111.jpg,384,256,RGB,JPG,202.02126057942706,152.94013468424478,106.01899210611978
3735.jpg,384,256,RGB,JPG,163.98040771484375,175.7087910970052,160.14192708333331
783.jpg,384,255,RGB,JPG,203.4987132352941,202.2126327614379,206.82608251633985
3627.jpg,384,256,RGB,JPG,235.54238891601562,198.9000040690104,185.25347900390625
4824.jpg,386,255,RGB,JPG,106.4826272477903,88.80275322564259,39.51966880016255
3792.jpg,170,255,RGB,JPG,190.68101499423298,159.1394925028835,141.7439907727797
5670.jpg,384,256,RGB,JPG,105.53123982747395,74.64417521158853,55.12116495768229
999.jpg,170,255,RGB,JPG,159.29783160322953,175.65453287197232,179.29469434832757
2487.jpg,384,256,RGB,JPG,171.69180297851562,154.86312866210938,121.38032023111978
6078.jpg,256,256,RGB,JPG,243.0352325439453,183.6139373779297,181.41758728027344
204.jpg,393,256,RGB,JPG,208.73964297073792,130.28798902671755,88.36348004134861
5511.jpg,384,256,RGB,JPG,87.48919677734375,54.181070963541664,13.767476399739582
1251.jpg,384,255,RGB,JPG,91.49047181372548,163.71218341503265,197.5095383986928
3777.jpg,130,254,RGB,JPG,165.33419139915202,164.88688673531192,165.11138703815868
105.jpg,384,255,RGB,JPG,193.1456392973856,171.99327001633986,170.0985089869281
1434.jpg,169,255,RGB,JPG,139.97164404223227,101.41362106972967,54.37152801949182
3171.jpg,384,256,RGB,JPG,231.10883585611978,215.16002400716144,189.26898193359375
2328.jpg,382,256,RGB,JPG,116.97647046793195,154.41369437172776,182.69172324934556
4035.jpg,384,256,RGB,JPG,201.55696614583331,182.168212890625,143.86365763346353
5187.jpg,170,255,RGB,JPG,79.63416378316033,91.92567474048444,83.41506343713957
5838.jpg,420,256,RGB,JPG,235.33248697916667,174.68824404761907,136.68470982142858
2835.jpg,384,256,RGB,JPG,116.4940694173177,125.8740234375,135.88775634765625
3291.jpg,384,256,RGB,JPG,220.6087646484375,216.54341634114581,214.71221923828125
4365.jpg,170,255,RGB,JPG,203.6067820069204,144.48525951557093,108.39086505190312
1164.jpg,384,255,RGB,JPG,185.0406045751634,176.03534517973856,173.03168913398693
1017.jpg,170,255,RGB,JPG,178.9343252595156,179.62355247981546,171.56274509803922
6000.jpg,341,256,RGB,JPG,219.07085089809385,153.90361528592376,138.64103739002934
1146.jpg,356,256,RGB,JPG,102.57869557584269,69.59663579705057,50.4198670119382
315.jpg,384,256,RGB,JPG,204.5275675455729,169.47022501627603,148.12995402018228
4518.jpg,192,256,RGB,JPG,233.9885050455729,222.40700276692706,197.42626953125
